"day","time","simplifiedLongitude","simplifiedLatitude","date","incidentGroup","borough","ward","firstPumpTime","firstPumpStation","telefonicaGridId","footfall","score"
"Friday","0",0.1305,51.564,2009-03-06,"False Alarm","Barking and Dagenham","Dagenham",387,"Dagenham","1122333314213",38,0.06
"Friday","0",0.1305,51.564,2009-03-06,"False Alarm","Barking and Dagenham","Dagenham",387,"Dagenham","1122333314213",16,0.04
"Friday","18",0.129,51.564,2010-04-16,"False Alarm","Barking and Dagenham","Dagenham",322,"Ilford","1122333314213",48,0.06
"Friday","18",0.129,51.564,2010-04-16,"False Alarm","Barking and Dagenham","Dagenham",322,"Ilford","1122333314213",118,0.07
"Friday","20",0.1305,51.564,2010-09-10,"False Alarm","Barking and Dagenham","Dagenham",223,"Dagenham","1122333314213",96,0.08
"Friday","20",0.1305,51.564,2010-09-10,"False Alarm","Barking and Dagenham","Dagenham",223,"Dagenham","1122333314213",35,0.06
"Friday","21",0.129,51.564,2010-01-15,"False Alarm","Barking and Dagenham","Dagenham",297,"Dagenham","1122333314213",86,0.07
"Friday","21",0.129,51.564,2010-01-15,"False Alarm","Barking and Dagenham","Dagenham",297,"Dagenham","1122333314213",32,0.06
"Friday","8",0.129,51.565,2009-03-06,"Special Service","Barking and Dagenham","Dagenham",236,"Dagenham","1122333314213",84,0.07
"Friday","8",0.129,51.565,2009-03-06,"Special Service","Barking and Dagenham","Dagenham",236,"Dagenham","1122333314213",49,0.06
"Monday","0",0.1275,51.563,2012-07-09,"Fire","Barking and Dagenham","Dagenham",408,"Ilford","1122333314213",33,0.05
"Monday","0",0.1275,51.563,2012-07-09,"Fire","Barking and Dagenham","Dagenham",408,"Ilford","1122333314213",14,0.04
"Monday","0",0.1305,51.563,2011-03-28,"False Alarm","Barking and Dagenham","Dagenham",312,"Dagenham","1122333314213",33,0.06
"Monday","0",0.1305,51.563,2011-03-28,"False Alarm","Barking and Dagenham","Dagenham",312,"Dagenham","1122333314213",14,0.04
"Monday","11",0.1305,51.562,2010-02-01,"Fire","Barking and Dagenham","Dagenham",280,"Dagenham","1122333314213",33,0.06
"Monday","11",0.1305,51.562,2010-02-01,"Fire","Barking and Dagenham","Dagenham",280,"Dagenham","1122333314213",70,0.07
"Monday","11",0.126,51.563,2011-10-17,"Fire","Barking and Dagenham","Dagenham",398,"Dagenham","1122333314213",33,0.05
"Monday","11",0.126,51.563,2011-10-17,"Fire","Barking and Dagenham","Dagenham",398,"Dagenham","1122333314213",70,0.06
"Monday","18",0.1275,51.563,2009-04-27,"Fire","Barking and Dagenham","Dagenham",338,"Dagenham","1122333314213",91,0.07
"Monday","18",0.1275,51.563,2009-04-27,"Fire","Barking and Dagenham","Dagenham",338,"Dagenham","1122333314213",42,0.06
"Monday","20",0.129,51.565,2011-01-31,"Fire","Barking and Dagenham","Dagenham",565,"Dagenham","1122333314213",31,0.05
"Monday","20",0.129,51.565,2011-01-31,"Fire","Barking and Dagenham","Dagenham",565,"Dagenham","1122333314213",74,0.06
"Monday","21",0.129,51.564,2010-07-12,"False Alarm","Barking and Dagenham","Dagenham",314,"Dagenham","1122333314213",71,0.07
"Monday","21",0.129,51.564,2010-07-12,"False Alarm","Barking and Dagenham","Dagenham",314,"Dagenham","1122333314213",27,0.05
"Monday","21",0.129,51.565,2012-03-26,"Special Service","Barking and Dagenham","Dagenham",338,"Dagenham","1122333314213",71,0.07
"Monday","21",0.129,51.565,2012-03-26,"Special Service","Barking and Dagenham","Dagenham",338,"Dagenham","1122333314213",27,0.05
"Monday","21",0.126,51.562,2011-08-15,"False Alarm","Barking and Dagenham","Dagenham",230,"Dagenham","1122333314213",71,0.07
"Monday","21",0.126,51.562,2011-08-15,"False Alarm","Barking and Dagenham","Dagenham",230,"Dagenham","1122333314213",27,0.06
"Monday","3",0.129,51.564,2010-05-10,"False Alarm","Barking and Dagenham","Dagenham",332,"Dagenham","1122333314213",23,0.05
"Monday","3",0.129,51.564,2010-05-10,"False Alarm","Barking and Dagenham","Dagenham",332,"Dagenham","1122333314213",9,0.04
"Saturday","1",0.129,51.564,2012-10-13,"False Alarm","Barking and Dagenham","Dagenham",379,"Dagenham","1122333314213",15,0.04
"Saturday","1",0.129,51.564,2012-10-13,"False Alarm","Barking and Dagenham","Dagenham",379,"Dagenham","1122333314213",36,0.05
"Saturday","11",0.1305,51.564,2009-09-12,"False Alarm","Barking and Dagenham","Dagenham",334,"Dagenham","1122333314213",100,0.07
