"day","time","simplifiedLongitude","simplifiedLatitude","date","incidentGroup","borough","ward","firstPumpTime","firstPumpStation","telefonicaGridId","footfall","score"
"Friday","1",-0.111,51.55,2009-01-23,"False Alarm","Islington","Holloway",671,"Holloway","11223343223133",201,0.07
"Friday","1",-0.111,51.55,2009-01-23,"False Alarm","Islington","Holloway",671,"Holloway","11223343223133",109,0.06
"Friday","10",-0.1095,51.551,2010-12-03,"False Alarm","Islington","Holloway",344,"Kentish Town","11223343223133",608,0.1
"Friday","10",-0.1095,51.551,2010-12-03,"False Alarm","Islington","Holloway",344,"Kentish Town","11223343223133",329,0.09
"Friday","10",-0.1095,51.551,2010-12-03,"Special Service","Islington","Holloway",6,"Whitechapel","11223343223133",608,0.3
"Friday","10",-0.1095,51.551,2010-12-03,"Special Service","Islington","Holloway",6,"Whitechapel","11223343223133",329,0.27
"Friday","11",-0.108,51.549,2009-11-06,"Special Service","Islington","Holloway",495,"Holloway","11223343223133",681,0.09
"Friday","11",-0.108,51.549,2009-11-06,"Special Service","Islington","Holloway",495,"Holloway","11223343223133",371,0.09
"Friday","11",-0.1095,51.551,2009-03-06,"False Alarm","Islington","Holloway",213,"Holloway","11223343223133",681,0.11
"Friday","11",-0.1095,51.551,2009-03-06,"False Alarm","Islington","Holloway",213,"Holloway","11223343223133",371,0.1
"Friday","11",-0.108,51.55,2011-03-04,"False Alarm","Islington","Islington",281,"Islington","11223343223133",681,0.1
"Friday","11",-0.108,51.55,2011-03-04,"False Alarm","Islington","Islington",281,"Islington","11223343223133",371,0.09
"Friday","11",-0.1095,51.551,2011-02-18,"False Alarm","Islington","Holloway",242,"Holloway","11223343223133",681,0.11
"Friday","11",-0.1095,51.551,2011-02-18,"False Alarm","Islington","Holloway",242,"Holloway","11223343223133",371,0.1
"Friday","12",-0.1095,51.551,2010-05-21,"False Alarm","Islington","Holloway",415,"Holloway","11223343223133",430,0.09
"Friday","12",-0.1095,51.551,2010-05-21,"False Alarm","Islington","Holloway",415,"Holloway","11223343223133",723,0.1
"Friday","13",-0.1095,51.55,2009-05-08,"Special Service","Islington","Holloway",225,"Holloway","11223343223133",427,0.1
"Friday","13",-0.1095,51.55,2009-05-08,"Special Service","Islington","Holloway",225,"Holloway","11223343223133",748,0.11
"Friday","13",-0.111,51.549,2012-07-06,"Special Service","Islington","Holloway",333,"Holloway","11223343223133",427,0.09
"Friday","13",-0.111,51.549,2012-07-06,"Special Service","Islington","Holloway",333,"Holloway","11223343223133",748,0.1
"Friday","14",-0.108,51.549,2012-09-07,"False Alarm","Islington","Holloway",314,"Holloway","11223343223133",742,0.1
"Friday","14",-0.108,51.549,2012-09-07,"False Alarm","Islington","Holloway",314,"Holloway","11223343223133",402,0.09
"Friday","14",-0.1095,51.55,2011-06-24,"Fire","Islington","Holloway",321,"Holloway","11223343223133",742,0.1
"Friday","14",-0.1095,51.55,2011-06-24,"Fire","Islington","Holloway",321,"Holloway","11223343223133",402,0.09
"Friday","16",-0.1095,51.551,2010-10-22,"False Alarm","Islington","Holloway",325,"Kentish Town","11223343223133",427,0.09
"Friday","16",-0.1095,51.551,2010-10-22,"False Alarm","Islington","Holloway",325,"Kentish Town","11223343223133",884,0.11
"Friday","16",-0.108,51.55,2011-03-25,"Fire","Islington","Islington",216,"Holloway","11223343223133",427,0.1
"Friday","16",-0.108,51.55,2011-03-25,"Fire","Islington","Islington",216,"Holloway","11223343223133",884,0.11
"Friday","16",-0.1095,51.551,2010-08-06,"False Alarm","Islington","Holloway",216,"Holloway","11223343223133",427,0.1
"Friday","16",-0.1095,51.551,2010-08-06,"False Alarm","Islington","Holloway",216,"Holloway","11223343223133",884,0.11
"Friday","17",-0.1095,51.551,2010-05-28,"False Alarm","Islington","Holloway",322,"Islington","11223343223133",497,0.1
"Friday","17",-0.1095,51.551,2010-05-28,"False Alarm","Islington","Holloway",322,"Islington","11223343223133",795,0.1
"Friday","17",-0.108,51.551,2010-04-23,"Special Service","Islington","Holloway",256,"Holloway","11223343223133",497,0.1
"Friday","17",-0.108,51.551,2010-04-23,"Special Service","Islington","Holloway",256,"Holloway","11223343223133",795,0.11
"Friday","18",-0.1095,51.55,2010-09-10,"False Alarm","Islington","Holloway",249,"Islington","11223343223133",985,0.11
"Friday","18",-0.1095,51.55,2010-09-10,"False Alarm","Islington","Holloway",249,"Islington","11223343223133",488,0.1
"Friday","19",-0.108,51.55,2009-07-10,"Special Service","Islington","Holloway",201,"Holloway","11223343223133",843,0.11
"Friday","19",-0.108,51.55,2009-07-10,"Special Service","Islington","Holloway",201,"Holloway","11223343223133",418,0.1
"Friday","19",-0.108,51.55,2009-05-01,"Special Service","Islington","Holloway",289,"Holloway","11223343223133",843,0.11
"Friday","19",-0.108,51.55,2009-05-01,"Special Service","Islington","Holloway",289,"Holloway","11223343223133",418,0.1
"Friday","20",-0.111,51.551,2009-02-13,"Special Service","Islington","Holloway",572,"Holloway","11223343223133",661,0.09
"Friday","20",-0.111,51.551,2009-02-13,"Special Service","Islington","Holloway",572,"Holloway","11223343223133",343,0.08
"Friday","20",-0.1095,51.551,2010-11-19,"Fire","Islington","Holloway",321,"Kentish Town","11223343223133",661,0.1
"Friday","20",-0.1095,51.551,2010-11-19,"Fire","Islington","Holloway",321,"Kentish Town","11223343223133",343,0.09
"Friday","21",-0.108,51.55,2010-01-29,"False Alarm","Islington","Islington",293,"Holloway","11223343223133",533,0.1
"Friday","21",-0.108,51.55,2010-01-29,"False Alarm","Islington","Islington",293,"Holloway","11223343223133",296,0.09
"Friday","23",-0.108,51.55,2009-07-31,"Special Service","Islington","Holloway",263,"Holloway","11223343223133",569,0.1
"Friday","23",-0.108,51.55,2009-07-31,"Special Service","Islington","Holloway",263,"Holloway","11223343223133",248,0.09
"Friday","3",-0.108,51.55,2010-10-22,"False Alarm","Islington","Holloway",300,"Holloway","11223343223133",75,0.07
"Friday","3",-0.108,51.55,2010-10-22,"False Alarm","Islington","Holloway",300,"Holloway","11223343223133",170,0.08
"Friday","3",-0.111,51.55,2009-09-18,"False Alarm","Islington","Holloway",810,"Holloway","11223343223133",75,0.06
"Friday","3",-0.111,51.55,2009-09-18,"False Alarm","Islington","Holloway",810,"Holloway","11223343223133",170,0.07
"Friday","3",-0.108,51.55,2011-08-05,"False Alarm","Islington","Islington",293,"Holloway","11223343223133",75,0.07
"Friday","3",-0.108,51.55,2011-08-05,"False Alarm","Islington","Islington",293,"Holloway","11223343223133",170,0.08
"Friday","4",-0.108,51.549,2011-03-04,"Special Service","Islington","Holloway",326,"Holloway","11223343223133",126,0.08
"Friday","4",-0.108,51.549,2011-03-04,"Special Service","Islington","Holloway",326,"Holloway","11223343223133",81,0.07
"Friday","8",-0.108,51.549,2010-05-28,"Special Service","Islington","Holloway",266,"Holloway","11223343223133",368,0.1
"Friday","8",-0.108,51.549,2010-05-28,"Special Service","Islington","Holloway",266,"Holloway","11223343223133",675,0.1
"Friday","9",-0.1095,51.551,2010-07-02,"False Alarm","Islington","Holloway",224,"Holloway","11223343223133",363,0.1
"Friday","9",-0.1095,51.551,2010-07-02,"False Alarm","Islington","Holloway",224,"Holloway","11223343223133",664,0.11
"Monday","1",-0.108,51.55,2009-07-06,"Special Service","Islington","Holloway",310,"Holloway","11223343223133",95,0.07
"Monday","1",-0.108,51.55,2009-07-06,"Special Service","Islington","Holloway",310,"Holloway","11223343223133",148,0.08
"Monday","10",-0.1095,51.551,2009-08-03,"False Alarm","Islington","Holloway",198,"Holloway","11223343223133",312,0.1
"Monday","10",-0.1095,51.551,2009-08-03,"False Alarm","Islington","Holloway",198,"Holloway","11223343223133",614,0.11
"Monday","10",-0.1095,51.551,2011-08-08,"False Alarm","Islington","Holloway",216,"Islington","11223343223133",312,0.1
"Monday","10",-0.1095,51.551,2011-08-08,"False Alarm","Islington","Holloway",216,"Islington","11223343223133",614,0.11
"Monday","10",-0.1095,51.551,2009-03-16,"False Alarm","Islington","Holloway",192,"Holloway","11223343223133",312,0.1
"Monday","10",-0.1095,51.551,2009-03-16,"False Alarm","Islington","Holloway",192,"Holloway","11223343223133",614,0.11
"Monday","11",-0.1095,51.551,2010-09-27,"False Alarm","Islington","Holloway",228,"Islington","11223343223133",357,0.1
"Monday","11",-0.1095,51.551,2010-09-27,"False Alarm","Islington","Holloway",228,"Islington","11223343223133",725,0.11
"Monday","12",-0.111,51.551,2010-09-20,"Special Service","Islington","Holloway",283,"Holloway","11223343223133",332,0.09
"Monday","12",-0.111,51.551,2010-09-20,"Special Service","Islington","Holloway",283,"Holloway","11223343223133",714,0.1
"Monday","13",-0.1095,51.551,2009-02-16,"False Alarm","Islington","Holloway",293,"Holloway","11223343223133",396,0.09
"Monday","13",-0.1095,51.551,2009-02-16,"False Alarm","Islington","Holloway",293,"Holloway","11223343223133",731,0.1
"Monday","13",-0.111,51.551,2012-05-28,"False Alarm","Islington","Holloway",268,"Holloway","11223343223133",396,0.1
"Monday","13",-0.111,51.551,2012-05-28,"False Alarm","Islington","Holloway",268,"Holloway","11223343223133",731,0.11
"Monday","16",-0.111,51.55,2011-10-17,"Fire","Islington","Holloway",291,"Holloway","11223343223133",843,0.11
"Monday","16",-0.111,51.55,2011-10-17,"Fire","Islington","Holloway",291,"Holloway","11223343223133",385,0.09
"Monday","18",-0.108,51.55,2011-05-09,"Special Service","Islington","Islington",259,"Holloway","11223343223133",1004,0.11
"Monday","18",-0.108,51.55,2011-05-09,"Special Service","Islington","Islington",259,"Holloway","11223343223133",463,0.1
"Monday","18",-0.108,51.551,2010-07-05,"Special Service","Islington","Holloway",284,"Holloway","11223343223133",1004,0.11
"Monday","18",-0.108,51.551,2010-07-05,"Special Service","Islington","Holloway",284,"Holloway","11223343223133",463,0.1
"Monday","19",-0.1095,51.551,2009-11-30,"Special Service","Islington","Holloway",386,"Holloway","11223343223133",413,0.09
"Monday","19",-0.1095,51.551,2009-11-30,"Special Service","Islington","Holloway",386,"Holloway","11223343223133",773,0.1
"Monday","19",-0.1095,51.55,2009-09-07,"Special Service","Islington","Holloway",240,"Holloway","11223343223133",413,0.1
"Monday","19",-0.1095,51.55,2009-09-07,"Special Service","Islington","Holloway",240,"Holloway","11223343223133",773,0.11
"Monday","20",-0.108,51.55,2009-07-27,"False Alarm","Islington","Islington",228,"Islington","11223343223133",343,0.1
"Monday","20",-0.108,51.55,2009-07-27,"False Alarm","Islington","Islington",228,"Islington","11223343223133",575,0.11
"Monday","23",-0.1095,51.55,2009-07-06,"Special Service","Islington","Holloway",333,"Holloway","11223343223133",151,0.08
"Monday","23",-0.1095,51.55,2009-07-06,"Special Service","Islington","Holloway",333,"Holloway","11223343223133",388,0.09
"Monday","8",-0.1095,51.551,2010-02-01,"False Alarm","Islington","Holloway",272,"Islington","11223343223133",711,0.11
"Monday","8",-0.1095,51.551,2010-02-01,"False Alarm","Islington","Holloway",272,"Islington","11223343223133",391,0.1
"Monday","9",-0.1095,51.55,2009-06-29,"Special Service","Islington","Holloway",212,"Holloway","11223343223133",605,0.11
"Monday","9",-0.1095,51.55,2009-06-29,"Special Service","Islington","Holloway",212,"Holloway","11223343223133",371,0.1
"Saturday","0",-0.1095,51.55,2012-08-11,"Special Service","Islington","Holloway",222,"Holloway","11223343223133",184,0.09
"Saturday","0",-0.1095,51.55,2012-08-11,"Special Service","Islington","Holloway",222,"Holloway","11223343223133",488,0.1
"Saturday","10",-0.108,51.55,2009-09-12,"False Alarm","Islington","Islington",192,"Islington","11223343223133",360,0.1
"Saturday","10",-0.108,51.55,2009-09-12,"False Alarm","Islington","Islington",192,"Islington","11223343223133",577,0.11
"Saturday","11",-0.1095,51.55,2011-03-26,"Special Service","Islington","Holloway",308,"Holloway","11223343223133",416,0.09
"Saturday","11",-0.1095,51.55,2011-03-26,"Special Service","Islington","Holloway",308,"Holloway","11223343223133",739,0.1
"Saturday","11",-0.1095,51.551,2009-08-22,"Special Service","Islington","Holloway",293,"Holloway","11223343223133",416,0.1
"Saturday","11",-0.1095,51.551,2009-08-22,"Special Service","Islington","Holloway",293,"Holloway","11223343223133",739,0.1
"Saturday","12",-0.108,51.55,2011-04-16,"False Alarm","Islington","Islington",174,"Holloway","11223343223133",407,0.1
"Saturday","12",-0.108,51.55,2011-04-16,"False Alarm","Islington","Islington",174,"Holloway","11223343223133",748,0.12
"Saturday","14",-0.108,51.549,2010-08-28,"Fire","Islington","Holloway",315,"Holloway","11223343223133",360,0.09
"Saturday","14",-0.108,51.549,2010-08-28,"Fire","Islington","Holloway",315,"Holloway","11223343223133",714,0.1
"Saturday","17",-0.1095,51.55,2011-07-16,"False Alarm","Islington","Holloway",249,"Holloway","11223343223133",349,0.1
"Saturday","17",-0.1095,51.55,2011-07-16,"False Alarm","Islington","Holloway",249,"Holloway","11223343223133",723,0.11
"Saturday","18",-0.1095,51.55,2010-05-01,"Special Service","Islington","Holloway",187,"Holloway","11223343223133",720,0.11
"Saturday","18",-0.1095,51.55,2010-05-01,"Special Service","Islington","Holloway",187,"Holloway","11223343223133",357,0.1
"Saturday","19",-0.108,51.55,2011-03-05,"False Alarm","Islington","Islington",295,"Holloway","11223343223133",318,0.09
